8,12,常滑,通常,BET,800,"[{""combo"": ""1-3-4"", ""odds"": 10.4, ""prob"": 0.059788557940005024, ""amount"": 200}, {""combo"": ""1-3-6"", ""odds"": 10.1, ""prob"": 0.05699618318085239, ""amount"": 200}, {""combo"": ""1-4-3"", ""odds"": 18.0, ""prob"": 0.05626331943741511, ""amount"": 200}, {""combo"": ""1-6-3"", ""odds"": 24.5, ""prob"": 0.05282133338703908, ""amount"": 100}, {""combo"": ""1-4-6"", ""odds"": 19.7, ""prob"": 0.04550639215682368, ""amount"": 100}]",,15:53:07
4,11,平和島,通常,BET,700,"[{""combo"": ""1-4-3"", ""odds"": 15.1, ""prob"": 0.06062139532711637, ""amount"": 200}, {""combo"": ""1-4-2"", ""odds"": 12.0, ""prob"": 0.05540627691047009, ""amount"": 200}, {""combo"": ""1-3-4"", ""odds"": 14.2, ""prob"": 0.052460376391023036, ""amount"": 100}, {""combo"": ""1-4-5"", ""odds"": 15.4, ""prob"": 0.04962614883010098, ""amount"": 100}, {""combo"": ""1-2-4"", ""odds"": 9.2, ""prob"": 0.04682097857247528, ""amount"": 100}]",,15:58:07
23,11,唐津,混戦,BET,700,"[{""combo"": ""5-1-2"", ""odds"": 70.8, ""prob"": 0.034460884311545294, ""amount"": 200}, {""combo"": ""1-5-2"", ""odds"": 29.6, ""prob"": 0.03204724397187876, ""amount"": 200}, {""combo"": ""5-1-3"", ""odds"": 117.9, ""prob"": 0.029311840863156455, ""amount"": 100}, {""combo"": ""5-2-1"", ""odds"": 89.1, ""prob"": 0.028513941248047993, ""amount"": 100}, {""combo"": ""1-5-3"", ""odds"": 49.2, ""prob"": 0.02725883952698651, ""amount"": 100}]",,15:58:16
20,3,若松,通常,LOOK,0,[],通常だがGap=0.34<0.6(隠れ混戦),16:03:07
1,3,桐生,本命崩れ,BET,800,"[{""combo"": ""1-4-5"", ""odds"": 130.1, ""prob"": 0.02664603873176803, ""amount"": 200}, {""combo"": ""1-5-4"", ""odds"": 75.2, ""prob"": 0.024982032051595215, ""amount"": 200}, {""combo"": ""1-4-3"", ""odds"": 130.8, ""prob"": 0.024873811402893718, ""amount"": 200}, {""combo"": ""1-4-6"", ""odds"": 100.5, ""prob"": 0.024325994208187717, ""amount"": 100}, {""combo"": ""1-3-4"", ""odds"": 79.7, ""prob"": 0.02292550127527957, ""amount"": 100}]",,16:13:07
3,12,江戸川,通常,BET,700,"[{""combo"": ""1-4-2"", ""odds"": 7.4, ""prob"": 0.06066817393491018, ""amount"": 200}, {""combo"": ""1-4-5"", ""odds"": 23.0, ""prob"": 0.057598368530704075, ""amount"": 200}, {""combo"": ""1-4-3"", ""odds"": 14.2, ""prob"": 0.0499583292618003, ""amount"": 100}, {""combo"": ""1-4-6"", ""odds"": 15.2, ""prob"": 0.049734021850316654, ""amount"": 100}, {""combo"": ""1-2-4"", ""odds"": 5.9, ""prob"": 0.04864947182412795, ""amount"": 100}]",,16:18:07
20,4,若松,通常,BET,700,"[{""combo"": ""1-6-3"", ""odds"": 15.1, ""prob"": 0.04915697822878257, ""amount"": 200}, {""combo"": ""1-3-6"", ""odds"": 14.8, ""prob"": 0.043972832490771524, ""amount"": 200}, {""combo"": ""6-1-3"", ""odds"": 28.2, ""prob"": 0.03426549576186062, ""amount"": 100}, {""combo"": ""1-6-4"", ""odds"": 36.0, ""prob"": 0.03388894363471055, ""amount"": 100}, {""combo"": ""1-6-5"", ""odds"": 19.9, ""prob"": 0.03175717914940191, ""amount"": 100}]",,16:26:07
13,12,尼崎,通常,BET,700,"[{""combo"": ""1-2-4"", ""odds"": 6.3, ""prob"": 0.05954716202916846, ""amount"": 200}, {""combo"": ""1-4-2"", ""odds"": 16.3, ""prob"": 0.05118402700361026, ""amount"": 200}, {""combo"": ""1-2-3"", ""odds"": 5.7, ""prob"": 0.04373084278579738, ""amount"": 100}, {""combo"": ""2-1-4"", ""odds"": 23.1, ""prob"": 0.03903646311036138, ""amount"": 100}, {""combo"": ""1-3-2"", ""odds"": 10.7, ""prob"": 0.03467426122644362, ""amount"": 100}]",,16:28:07
4,12,平和島,通常,BET,800,"[{""combo"": ""1-6-3"", ""odds"": 30.9, ""prob"": 0.026387080869462967, ""amount"": 200}, {""combo"": ""1-6-4"", ""odds"": 48.6, ""prob"": 0.026171591520122984, ""amount"": 200}, {""combo"": ""1-3-6"", ""odds"": 15.9, ""prob"": 0.025868618373236067, ""amount"": 200}, {""combo"": ""1-4-6"", ""odds"": 31.5, ""prob"": 0.025598542083089003, ""amount"": 100}, {""combo"": ""1-3-4"", ""odds"": 16.4, ""prob"": 0.023982648465043235, ""amount"": 100}]",,16:33:07
1,4,桐生,混戦,BET,800,"[{""combo"": ""6-4-2"", ""odds"": 22.7, ""prob"": 0.03717030603348377, ""amount"": 200}, {""combo"": ""4-6-2"", ""odds"": 23.3, ""prob"": 0.03601323783439795, ""amount"": 200}, {""combo"": ""6-2-4"", ""odds"": 16.0, ""prob"": 0.035471616692202224, ""amount"": 200}, {""combo"": ""2-6-4"", ""odds"": 13.0, ""prob"": 0.03332411929808368, ""amount"": 100}, {""combo"": ""4-2-6"", ""odds"": 20.7, ""prob"": 0.03287368527449267, ""amount"": 100}]",,16:40:06
20,5,若松,通常,BET,700,"[{""combo"": ""1-2-4"", ""odds"": 3.1, ""prob"": 0.1347081584532985, ""amount"": 200}, {""combo"": ""1-2-3"", ""odds"": 9.8, ""prob"": 0.09572798205258348, ""amount"": 200}, {""combo"": ""1-4-2"", ""odds"": 6.7, ""prob"": 0.08859919260331124, ""amount"": 100}, {""combo"": ""1-2-5"", ""odds"": 11.8, ""prob"": 0.08823605348533645, ""amount"": 100}, {""combo"": ""1-3-2"", ""odds"": 30.7, ""prob"": 0.05869671216768782, ""amount"": 100}]",,16:54:06
1,5,桐生,混戦,BET,700,"[{""combo"": ""1-3-2"", ""odds"": 18.1, ""prob"": 0.04659001639090504, ""amount"": 200}, {""combo"": ""3-1-2"", ""odds"": 14.2, ""prob"": 0.045538809549765476, ""amount"": 200}, {""combo"": ""1-3-6"", ""odds"": 64.0, ""prob"": 0.03690129373399086, ""amount"": 100}, {""combo"": ""3-1-6"", ""odds"": 40.7, ""prob"": 0.0360686927729909, ""amount"": 100}, {""combo"": ""1-3-4"", ""odds"": 26.4, ""prob"": 0.03537873538485666, ""amount"": 100}]",,17:08:06
20,6,若松,通常,BET,800,"[{""combo"": ""1-2-6"", ""odds"": 10.7, ""prob"": 0.07590009018391064, ""amount"": 200}, {""combo"": ""1-2-3"", ""odds"": 17.9, ""prob"": 0.06470560786239943, ""amount"": 200}, {""combo"": ""1-6-2"", ""odds"": 16.6, ""prob"": 0.0641428117514115, ""amount"": 200}, {""combo"": ""1-3-2"", ""odds"": 42.9, ""prob"": 0.05235522814560114, ""amount"": 100}, {""combo"": ""1-2-5"", ""odds"": 62.7, ""prob"": 0.039760854483641056, ""amount"": 100}]",,17:22:06
24,1,大村,通常,BET,700,"[{""combo"": ""1-6-3"", ""odds"": 10.3, ""prob"": 0.08936763922919262, ""amount"": 200}, {""combo"": ""1-3-6"", ""odds"": 8.8, ""prob"": 0.0833549725320707, ""amount"": 200}, {""combo"": ""1-6-4"", ""odds"": 20.1, ""prob"": 0.0670627426967334, ""amount"": 100}, {""combo"": ""1-4-6"", ""odds"": 21.2, ""prob"": 0.05715059219128337, ""amount"": 100}, {""combo"": ""1-3-4"", ""odds"": 16.9, ""prob"": 0.05311201988798374, ""amount"": 100}]",,17:34:06
1,6,桐生,通常,BET,800,"[{""combo"": ""1-3-2"", ""odds"": 11.5, ""prob"": 0.08790221722704082, ""amount"": 200}, {""combo"": ""1-3-5"", ""odds"": 10.7, ""prob"": 0.08430153122149939, ""amount"": 200}, {""combo"": ""1-3-4"", ""odds"": 8.7, ""prob"": 0.07886401410371781, ""amount"": 200}, {""combo"": ""1-2-3"", ""odds"": 11.5, ""prob"": 0.06741219304382165, ""amount"": 100}, {""combo"": ""1-5-3"", ""odds"": 20.9, ""prob"": 0.06402282577685063, ""amount"": 100}]",,17:43:06
20,7,若松,通常,BET,800,"[{""combo"": ""1-2-5"", ""odds"": 5.9, ""prob"": 0.18298645528934276, ""amount"": 300}, {""combo"": ""1-5-2"", ""odds"": 16.2, ""prob"": 0.1064171547692833, ""amount"": 200}, {""combo"": ""2-1-5"", ""odds"": 8.8, ""prob"": 0.09274064138369342, ""amount"": 100}, {""combo"": ""1-2-3"", ""odds"": 8.3, ""prob"": 0.06972138846238911, ""amount"": 100}, {""combo"": ""1-2-4"", ""odds"": 10.7, ""prob"": 0.055944892027942075, ""amount"": 100}]",,17:52:06
24,2,大村,混戦,LOOK,0,[],混戦で展示差=0.050<0.08,18:01:05
20,8,若松,通常,BET,800,"[{""combo"": ""1-3-2"", ""odds"": 5.4, ""prob"": 0.12494577785820782, ""amount"": 300}, {""combo"": ""1-2-3"", ""odds"": 2.4, ""prob"": 0.11441587734406357, ""amount"": 200}, {""combo"": ""1-3-5"", ""odds"": 27.5, ""prob"": 0.05452666598076089, ""amount"": 100}, {""combo"": ""3-1-2"", ""odds"": 31.1, ""prob"": 0.048760251304568014, ""amount"": 100}, {""combo"": ""1-3-4"", ""odds"": 19.2, ""prob"": 0.043716249105188995, ""amount"": 100}]",,18:19:07
24,3,大村,混戦,BET,800,"[{""combo"": ""1-3-4"", ""odds"": 68.0, ""prob"": 0.015111393346898113, ""amount"": 200}, {""combo"": ""3-1-4"", ""odds"": 163.5, ""prob"": 0.014888273324552134, ""amount"": 200}, {""combo"": ""1-4-3"", ""odds"": 110.2, ""prob"": 0.014801860746714081, ""amount"": 200}, {""combo"": ""4-1-3"", ""odds"": 415.0, ""prob"": 0.014359589498695494, ""amount"": 100}, {""combo"": ""3-4-1"", ""odds"": 331.4, ""prob"": 0.014305610483195104, ""amount"": 100}]",,18:27:05
20,9,若松,通常,BET,800,"[{""combo"": ""1-5-4"", ""odds"": 19.3, ""prob"": 0.0774209646959645, ""amount"": 200}, {""combo"": ""1-5-3"", ""odds"": 20.6, ""prob"": 0.06585646530145961, ""amount"": 200}, {""combo"": ""1-4-5"", ""odds"": 9.7, ""prob"": 0.06517176312474841, ""amount"": 200}, {""combo"": ""1-3-5"", ""odds"": 11.7, ""prob"": 0.0532182672717048, ""amount"": 100}, {""combo"": ""1-5-6"", ""odds"": 69.9, ""prob"": 0.05174783552279249, ""amount"": 100}]",,18:48:07
24,4,大村,通常,BET,800,"[{""combo"": ""1-2-3"", ""odds"": 4.2, ""prob"": 0.12077483590472697, ""amount"": 300}, {""combo"": ""1-3-2"", ""odds"": 7.4, ""prob"": 0.10111068955613195, ""amount"": 200}, {""combo"": ""2-1-3"", ""odds"": 8.0, ""prob"": 0.061060123928929774, ""amount"": 100}, {""combo"": ""3-1-2"", ""odds"": 25.3, ""prob"": 0.048322387913471536, ""amount"": 100}, {""combo"": ""1-2-6"", ""odds"": 22.1, ""prob"": 0.04553052370760692, ""amount"": 100}]",,18:56:05
