10,6,三国,本命崩れ,BET,700,"[{""combo"": ""1-2-5"", ""odds"": 92.6, ""prob"": 0.02359821097608434, ""ev"": 2.1852, ""amount"": 200}, {""combo"": ""1-2-4"", ""odds"": 78.7, ""prob"": 0.021391454270765643, ""ev"": 1.6835, ""amount"": 200}, {""combo"": ""1-3-5"", ""odds"": 81.6, ""prob"": 0.021026902908679878, ""ev"": 1.7158, ""amount"": 100}, {""combo"": ""1-2-3"", ""odds"": 68.5, ""prob"": 0.020180147498670264, ""ev"": 1.3823, ""amount"": 100}, {""combo"": ""1-3-4"", ""odds"": 88.9, ""prob"": 0.01906059880906658, ""ev"": 1.6945, ""amount"": 100}]",,10:37:06
13,2,尼崎,本命崩れ,BET,700,"[{""combo"": ""1-3-4"", ""odds"": 10.3, ""prob"": 0.0286709811613433, ""ev"": 0.2953, ""amount"": 200}, {""combo"": ""1-2-4"", ""odds"": 32.2, ""prob"": 0.026884716887638632, ""ev"": 0.8657, ""amount"": 200}, {""combo"": ""1-2-3"", ""odds"": 28.4, ""prob"": 0.025095036210890247, ""ev"": 0.7127, ""amount"": 100}, {""combo"": ""1-3-2"", ""odds"": 44.8, ""prob"": 0.02319635339098018, ""ev"": 1.0392, ""amount"": 100}, {""combo"": ""1-4-3"", ""odds"": 12.1, ""prob"": 0.02209299689109487, ""ev"": 0.2673, ""amount"": 100}]",,10:50:06
2,3,戸田,本命崩れ,BET,800,"[{""combo"": ""1-3-5"", ""odds"": 21.6, ""prob"": 0.02185883467764464, ""ev"": 0.4722, ""amount"": 200}, {""combo"": ""1-2-5"", ""odds"": 87.7, ""prob"": 0.02028476478363617, ""ev"": 1.779, ""amount"": 200}, {""combo"": ""2-1-5"", ""odds"": 181.1, ""prob"": 0.01961789313265777, ""ev"": 3.5528, ""amount"": 200}, {""combo"": ""1-3-4"", ""odds"": 38.8, ""prob"": 0.018189390398472127, ""ev"": 0.7057, ""amount"": 100}, {""combo"": ""1-2-3"", ""odds"": 52.6, ""prob"": 0.017847430030895072, ""ev"": 0.9388, ""amount"": 100}]",,11:38:07
6,2,浜名湖,本命崩れ,BET,700,"[{""combo"": ""1-2-5"", ""odds"": 63.9, ""prob"": 0.024888602085852893, ""ev"": 1.5904, ""amount"": 200}, {""combo"": ""1-2-4"", ""odds"": 29.7, ""prob"": 0.024034301933788364, ""ev"": 0.7138, ""amount"": 200}, {""combo"": ""1-2-3"", ""odds"": 71.1, ""prob"": 0.020819181975768868, ""ev"": 1.4802, ""amount"": 100}, {""combo"": ""1-2-6"", ""odds"": 120.2, ""prob"": 0.018145102620461442, ""ev"": 2.181, ""amount"": 100}, {""combo"": ""1-3-2"", ""odds"": 120.2, ""prob"": 0.017529564358226786, ""ev"": 2.1071, ""amount"": 100}]",,11:56:06
8,4,常滑,本命崩れ,BET,800,"[{""combo"": ""2-1-4"", ""odds"": 29.2, ""prob"": 0.02928520829193659, ""ev"": 0.8551, ""amount"": 200}, {""combo"": ""1-2-4"", ""odds"": 30.5, ""prob"": 0.02755978680242534, ""ev"": 0.8406, ""amount"": 200}, {""combo"": ""2-1-6"", ""odds"": 23.5, ""prob"": 0.026645830681169477, ""ev"": 0.6262, ""amount"": 200}, {""combo"": ""1-2-6"", ""odds"": 23.0, ""prob"": 0.025075915644033595, ""ev"": 0.5767, ""amount"": 100}, {""combo"": ""2-1-3"", ""odds"": 93.9, ""prob"": 0.021583338839341316, ""ev"": 2.0267, ""amount"": 100}]",,12:02:06
19,4,下関,本命崩れ,BET,700,"[{""combo"": ""2-1-3"", ""odds"": 10.3, ""prob"": 0.026291905584780874, ""ev"": 0.2708, ""amount"": 200}, {""combo"": ""1-2-3"", ""odds"": 11.4, ""prob"": 0.024828232778528185, ""ev"": 0.283, ""amount"": 200}, {""combo"": ""1-3-2"", ""odds"": 19.4, ""prob"": 0.022264648346985383, ""ev"": 0.4319, ""amount"": 100}, {""combo"": ""3-1-2"", ""odds"": 29.3, ""prob"": 0.021575129207910788, ""ev"": 0.6322, ""amount"": 100}, {""combo"": ""2-1-4"", ""odds"": 34.5, ""prob"": 0.018653099110912813, ""ev"": 0.6435, ""amount"": 100}]",,17:04:53
20,1,若松,本命崩れ,BET,800,"[{""combo"": ""1-3-4"", ""odds"": 11.4, ""prob"": 0.0334262265619572, ""ev"": 0.3811, ""amount"": 200}, {""combo"": ""1-2-4"", ""odds"": 24.3, ""prob"": 0.03030679140902402, ""ev"": 0.7365, ""amount"": 200}, {""combo"": ""1-2-3"", ""odds"": 9.6, ""prob"": 0.02989383707415652, ""ev"": 0.287, ""amount"": 200}, {""combo"": ""1-3-2"", ""odds"": 10.6, ""prob"": 0.028139352574607573, ""ev"": 0.2983, ""amount"": 100}, {""combo"": ""1-4-3"", ""odds"": 13.9, ""prob"": 0.0254234746179921, ""ev"": 0.3534, ""amount"": 100}]",,17:34:07
19,6,下関,本命崩れ,BET,700,"[{""combo"": ""2-1-3"", ""odds"": 124.7, ""prob"": 0.03161194966574314, ""ev"": 3.942, ""amount"": 200}, {""combo"": ""2-1-5"", ""odds"": 152.0, ""prob"": 0.026407859709169382, ""ev"": 4.014, ""amount"": 200}, {""combo"": ""1-2-3"", ""odds"": 41.2, ""prob"": 0.02346223877109127, ""ev"": 0.9666, ""amount"": 100}, {""combo"": ""1-3-2"", ""odds"": 34.1, ""prob"": 0.022239335932052906, ""ev"": 0.7584, ""amount"": 100}, {""combo"": ""2-1-6"", ""odds"": 180.7, ""prob"": 0.021929413704484868, ""ev"": 3.9626, ""amount"": 100}]",,17:50:07
20,4,若松,本命崩れ,BET,700,"[{""combo"": ""1-2-5"", ""odds"": 28.1, ""prob"": 0.033932662872454715, ""ev"": 0.9535, ""amount"": 200}, {""combo"": ""1-2-4"", ""odds"": 50.6, ""prob"": 0.028667814949047035, ""ev"": 1.4506, ""amount"": 200}, {""combo"": ""1-2-6"", ""odds"": 55.1, ""prob"": 0.025686662856175515, ""ev"": 1.4153, ""amount"": 100}, {""combo"": ""1-5-4"", ""odds"": 44.9, ""prob"": 0.02453744885693765, ""ev"": 1.1017, ""amount"": 100}, {""combo"": ""1-5-2"", ""odds"": 22.8, ""prob"": 0.024339764234709817, ""ev"": 0.5549, ""amount"": 100}]",,18:56:07
19,9,下関,本命崩れ,BET,700,"[{""combo"": ""2-1-3"", ""odds"": 51.4, ""prob"": 0.02339713381225214, ""ev"": 1.2026, ""amount"": 200}, {""combo"": ""2-1-6"", ""odds"": 23.9, ""prob"": 0.022891488318692078, ""ev"": 0.5471, ""amount"": 200}, {""combo"": ""2-1-4"", ""odds"": 37.1, ""prob"": 0.021753953546893003, ""ev"": 0.8071, ""amount"": 100}, {""combo"": ""2-1-5"", ""odds"": 92.3, ""prob"": 0.021330389803606284, ""ev"": 1.9688, ""amount"": 100}, {""combo"": ""1-2-3"", ""odds"": 16.2, ""prob"": 0.020334931919310528, ""ev"": 0.3294, ""amount"": 100}]",,19:09:07
